1,ngas1,0
2,ngas1,36
3,ngas1,72
4,ngas1,108
5,ngas1,144
6,ngas1,180
1,ngas2,5.76
2,ngas2,9.76
3,ngas2,13.76
4,ngas2,17.76
5,ngas2,21.76
6,ngas2,25.76
1,biogas2,87.76
2,biogas2,55.76
3,biogas2,23.76
4,biogas2,-8.24
5,biogas2,-40.24
6,biogas2,-72.24
1,methanation2,8.76
2,methanation2,-23.24
3,methanation2,-55.24
4,methanation2,-87.24
5,methanation2,-119.24
6,methanation2,-151.24
