1,capital,222.6122233
2,capital,235.9371436
3,capital,249.262064
4,capital,262.5869844
5,capital,275.9119047
6,capital,289.2368251
7,capital,302.5617454
1,operational,78
2,operational,84.5
3,operational,91
4,operational,97.5
5,operational,104
6,operational,110.5
7,operational,117
